cpd_id	cpd_name	Match	HMDB	PubChem	ChEBI	KEGG
cpd_056	1-carboxyethylvaline	1-Carboxyethylvaline	HMDB0240627			
cpd_057	1-dihomo-linolenylglycerol (20:3)					
cpd_058	1-dihomo-linoleoylglycerol (20:2)					
cpd_059	1-heptadecenoylglycerol (17:1)*					
cpd_060	1-linolenoyl-2-hexadecatrienoyl-galactosylglycerol (18:3/16:3)					
cpd_061	1-linolenoyl-GPC (18:3)*	LysoPC(18:3(9Z,12Z,15Z)/0:0)	HMDB0010388	24779469	133456	C04230
cpd_062	1-linolenoylglycerol (18:3)					
cpd_063	1-linoleoyl-2-linolenoyl-digalactosylglycerol (18:2/18:3)*					
cpd_064	1-linoleoyl-2-linolenoyl-galactosylglycerol (18:2/18:3)*					
cpd_065	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*					
cpd_066	1-linoleoyl-digalactosylglycerol (18:2)*					
cpd_067	1-linoleoyl-galactosylglycerol (18:2)*					
cpd_068	1-linoleoyl-GPC (18:2)	LysoPC(18:2/0:0)	HMDB0010386	11005824	28733	C04230
cpd_069	1-linoleoyl-GPE (18:2)*					
cpd_070	1-linoleoyl-GPG (18:2)*					
cpd_071	1-linoleoyl-GPI (18:2)*	LysoPI(18:2(9Z,12Z)/0:0)	HMDB0240597		133077	
cpd_072	1-linoleoyl-GPS (18:2)*					
cpd_073	1-linoleoylglycerol (18:2)					
cpd_074	1-margaroylglycerol (17:0)					
cpd_075	1-methyl-4-imidazoleacetate	Methylimidazoleacetic acid	HMDB0002820	75810	1606	C05828
cpd_076	1-methyl-5-imidazoleacetate	Pi-Methylimidazoleacetic acid	HMDB0004988	6451814	70966	
cpd_077	1-methyl-beta-carboline-3-carboxylic acid					
cpd_078	1-methyladenine	1-Methyladenine	HMDB0011599	78821	18083	C02216
cpd_079	1-methylguanidine	Methylguanidine	HMDB0001522	10111	16628	C02294
cpd_080	1-methylhistamine	1-Methylhistamine	HMDB0000898	3614	29009	C05127
cpd_081	1-methylhistidine	1-Methylhistidine	HMDB0000001	92105	50599	C01152
cpd_082	1-methylnicotinamide	1-Methylnicotimide	HMDB0000699	457	16797	C02918
cpd_083	1-methylurate	1-Methyluric acid	HMDB0003099	69726	68441	C16359
cpd_084	1-methylxanthine	1-Methylxanthine	HMDB0010738	80220	68444	C16358
cpd_085	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	PC(30:0)	HMDB0007869	129657	75062	C00157
cpd_086	1-myristoylglycerol (14:0)					
cpd_087	1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*	PC(18:1(9Z)/18:2(9Z,12Z))	HMDB0008105	24778939	74670	C00157
cpd_088	1-oleoyl-GPC (18:1)					
cpd_089	1-oleoyl-GPE (18:1)					
cpd_090	1-oleoyl-GPG (18:1)*					
cpd_091	1-oleoyl-GPI (18:1)					
cpd_092	1-oleoyl-GPS (18:1)					
cpd_093	1-oleoyl-sn-glycero-2',3'-cyclic phosphate					
cpd_094	1-oleoylglycerol (18:1)					
cpd_095	1-palmitoleoyl-GPC (16:1)*					
cpd_096	1-palmitoleoylglycerol (16:1)*					
cpd_097	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)					
cpd_098	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	PE(16:0/20:4(5Z,8Z,11Z,14Z))	HMDB0008937	9546800	73009	C00350
cpd_099	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	PC(38:6)	HMDB0007991	6441886	74963	C00157
cpd_100	1-palmitoyl-2-linolenoyl-digalactosylglycerol (16:0/18:3)					
cpd_101	1-palmitoyl-2-linolenoyl-galactosylglycerol (16:0/18:3)*					
cpd_102	1-palmitoyl-2-linoleoyl-digalactosylglycerol (16:0/18:2)*					
cpd_103	1-palmitoyl-2-linoleoyl-galactosylglycerol (16:0/18:2)*					
cpd_104	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	PC(16:0/18:2(9Z,12Z))	HMDB0007973	5287971	73002	C00157
cpd_105	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	PE(16:0/18:2(9Z,12Z))	HMDB0008928	9546747	73008	C00350
cpd_106	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)					
cpd_107	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	PC(16:0/18:1(9Z))	HMDB0007972	5497103	73001	C00157
cpd_108	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)					
cpd_109	1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	PC(16:0/16:1(9Z))	HMDB0007969	6443788	74000	C00157
cpd_110	1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	PC(16:0/18:0)	HMDB0007970	24778686	73000	C00157
cpd_111	1-palmitoyl-digalactosylglycerol (16:0)*					
cpd_112	1-palmitoyl-galactosylglycerol (16:0)*					
cpd_113	1-palmitoyl-GPA (16:0)					
cpd_114	1-palmitoyl-GPC (16:0)	LysoPC(16:0/0:0)	HMDB0010382	460602	72998	C04230
cpd_115	1-palmitoyl-GPE (16:0)	LysoPE(16:0/0:0)	HMDB0011503	9547069	73004	
cpd_116	1-palmitoyl-GPG (16:0)*					
cpd_117	1-palmitoyl-GPI (16:0)					
cpd_118	1-palmitoyl-GPS (16:0)*					
cpd_119	1-palmitoyl-sulfoquinovopyranosyl-glycerol (16:0)*					
cpd_120	1-palmitoylglycerol (16:0)					
cpd_121	1-pentadecanoylglycerol (15:0)					
cpd_122	1-ribosyl-imidazoleacetate*					
cpd_123	1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	PC(18:0/20:4(5Z,8Z,11Z,14Z))	HMDB0008048	16219824	74965	C00157
cpd_124	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	PE(18:0/20:4(5Z,8Z,11Z,14Z))	HMDB0009003	5289133	78268	C00350
cpd_125	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)					
cpd_126	1-stearoyl-2-oleoyl-GPC (18:0/18:1)	PC(18:0/18:1(9Z))	HMDB0008038	24778825	75034	C00157
cpd_127	1-stearoyl-2-oleoyl-GPE (18:0/18:1)	PE(18:0/18:1(9Z))	HMDB0008993	9546742	75038	C00350
cpd_128	1-stearoyl-2-oleoyl-GPS (18:0/18:1)					
cpd_129	1-stearoyl-GPC (18:0)					
cpd_130	1-stearoyl-GPE (18:0)					
cpd_131	1-stearoyl-GPG (18:0)					
cpd_132	1-stearoyl-GPI (18:0)					
cpd_133	1-stearoyl-GPS (18:0)*					
cpd_134	10-hydroxystearate	xi-10-Hydroxyoctadecanoic acid	HMDB0037396	9561835	143095	
cpd_135	11-ketoetiocholanolone sulfate					
cpd_136	12-dehydrocholate					
cpd_137	12-ketolithocholate	12-Ketodeoxycholic acid	HMDB0000328	3080612	803536	
cpd_138	13-HODE + 9-HODE					
cpd_139	16a-hydroxy DHEA 3-sulfate	16alpha-Hydroxy DHEA 3-sulfate	HMDB0062544	20848951	87774	
cpd_140	2'-deoxyadenosine	Deoxyadenosine	HMDB0000101	13730	17256	C00559
cpd_141	2'-deoxyadenosine 5'-monophosphate	Deoxyadenosine monophosphate	HMDB0000905	12599	17713	C00360
cpd_142	2'-deoxycytidine	Deoxycytidine	HMDB0000014	13711	15698	C00881
cpd_143	2'-deoxycytidine 5'-monophosphate	dCMP	HMDB0001202	13945	15918	C00239
cpd_144	2'-deoxyguanosine	Deoxyguanosine	HMDB0000085	187790	17172	C00330
cpd_145	2'-deoxyguanosine 5'-monophosphate (dGMP)					
cpd_146	2'-deoxyinosine	Deoxyinosine	HMDB0000071	65058	28997	C05512
cpd_147	2'-deoxyuridine	Deoxyuridine	HMDB0000012	13712	16450	C00526
cpd_148	2'-O-methylcytidine	2'-O-Methylcytidine	HMDB0242132	150971	19228	
cpd_149	2'-O-methyluridine	2'-O-Methyluridine	HMDB0240328	102212	19227	
cpd_150	2,3-dihydroxy-3-methylvalerate	2,3-dihydroxy-3-methylvalerate	HMDB0304038	8	882	C04104
cpd_151	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*					
cpd_152	2,3-dihydroxyisovalerate					
cpd_153	2,3-dimethylsuccinate	2,3-Dimethylsuccinic acid	HMDB0245405	11848	167506	
cpd_154	2,4,6-trihydroxybenzoate	2,4,6-Trihydroxybenzoic acid	HMDB0029649	66520		
cpd_155	2,4-dihydroxybutyrate	2,4-Dihydroxybutanoic acid	HMDB0000360	192742	86348	
cpd_156	2,4-dihydroxyhydrocinnamate					
cpd_157	2,6-dihydroxybenzoic acid	2,6-Dihydroxybenzoic acid	HMDB0013676	9338	68465	C21298
cpd_158	2,8-quinolinediol	2,8-Quinolinediol	HMDB0240311		17715	C06342
cpd_159	2,8-quinolinediol sulfate	2,8-Quinolinediol 2-sulfate	HMDB0240657	129672163		
cpd_160	2-(4-hydroxyphenyl)propionate					
cpd_161	2-acetamidobutanoate					
cpd_162	2-acetamidophenol sulfate					
cpd_163	2-acetolactate	2-Acetolactate	HMDB0006833	22	16444	C00900
cpd_164	2-aminoadipate	Aminoadipic acid	HMDB0000510	92136	37023	C00956
cpd_165	2-aminobutyrate	L-alpha-Aminobutyric acid	HMDB0000452	80283	35619	C02356
cpd_166	2-aminoheptanoate	2-Aminoheptanoate	HMDB0094649	5312965	40682	
cpd_167	2-aminophenol	2-Aminophenol	METPA0236		18112	C01987
cpd_168	2-aminophenol sulfate	Pyrocatechol sulfate	HMDB0059724	3083879	68505	
cpd_169	2-hydroxy-3-methylvalerate	2-Hydroxy-3-methylpentanoic acid	HMDB0000317	10796774	89228	
cpd_170	2-hydroxy-4-(methylthio)butanoic acid	(卤)-2-Hydroxy-4-(methylthio)butanoic acid	HMDB0037115	11427	137228	
cpd_171	2-hydroxyacetaminophen sulfate*	2-Hydroxyacetaminophen sulfate	HMDB0062547	86290013	82942	
cpd_172	2-hydroxyadipate	2-Hydroxyadipic acid	HMDB0000321	193530	17023	C02360
cpd_173	2-hydroxyarachidate*	2(R)-hydroxyicosanoic acid	HMDB0061659	5225199	76992	
cpd_174	2-hydroxybehenate					
cpd_175	2-hydroxybutyrate/2-hydroxyisobutyrate					
cpd_176	2-hydroxydecanoate	2-Hydroxydecanoate	HMDB0094656	5312797	133172	
cpd_177	2-hydroxyglutarate	2-Hydroxyglutarate	HMDB0059655	43	17084	C02630
cpd_178	2-hydroxyheptanoate*					
cpd_179	2-hydroxyhippurate (salicylurate)					
cpd_180	2-hydroxyibuprofen	2-Hydroxyibuprofen	HMDB0060920	10443535	133197	
cpd_181	2-hydroxylaurate					
cpd_182	2-hydroxylignocerate*	Cerebronic acid	HMDB0039540	102430	61302	C17873
cpd_183	2-hydroxymyristate	2-Hydroxymyristic acid	HMDB0002261	1563	59270	
cpd_184	2-hydroxynervonate*					
cpd_185	2-hydroxypalmitate	2-Hydroxyhexadecanoic acid	HMDB0031057	12575964	75977	
cpd_186	2-hydroxyphenylacetate	ortho-Hydroxyphenylacetic acid	HMDB0000669	11970	28478	C05852
cpd_187	2-hydroxysebacate	2-Hydroxydecanedioic acid	HMDB0000424	128458	89312	
cpd_188	2-hydroxystearate	2-Hydroxystearic acid	HMDB0062549	439887	18129	C03045
cpd_189	2-isopropylmalate	2-Isopropylmalic acid	HMDB0000402	5280523	35128	C02504
cpd_190	2-keto-3-deoxy-gluconate					
cpd_191	2-linoleoylglycerol (18:2)					
cpd_192	2-methoxyacetaminophen glucuronide*	2-Methoxyacetaminophen glucuronide	HMDB0240215	121596203	133005	
cpd_193	2-methoxyacetaminophen sulfate*	2-Methoxyacetaminophen sulfate	HMDB0062550	86290014	82944	
cpd_194	2-methoxyresorcinol sulfate					
cpd_195	2-methylbutyrylcarnitine (C5)					
cpd_196	2-methylbutyrylglycine	2-Methylbutyrylglycine	HMDB0000339	193872	86366	
cpd_197	2-methylbutyrylphenylalanine					
cpd_198	2-methylbutyryltryptophan*					
cpd_199	2-methylcitrate	2-Methylcitric acid	HMDB0000379	515	30835	C02225
cpd_200	2-methylserine	2-Methylserine		94309		
cpd_201	2-myristoylglycerol (14:0)					
cpd_202	2-oleoylglycerol (18:1)					
cpd_203	2-oxindole-3-acetate	xi-2,3-Dihydro-2-oxo-1H-indole-3-acetic acid	HMDB0035514	3080590	133221	
cpd_204	2-oxoarginine*	2-Oxoarginine	HMDB0004225	558	28116	C03771
cpd_205	2-palmitoleoylglycerol (16:1)*					
cpd_206	2-palmitoyl-galactosylglycerol (16:0)*					
cpd_207	2-palmitoyl-GPC (16:0)*					
cpd_208	2-palmitoylglycerol (16:0)					
cpd_209	2-piperidinone	2-Piperidinone	HMDB0011749	12665	77761	
cpd_210	2-stearoyl-GPE (18:0)*	LysoPE(0:0/18:0)	HMDB0011129	53480667	133144	
cpd_211	20-hydroxyecdysone	20-Hydroxyecdysone	METPA1792		16587	C02633
cpd_212	21-hydroxypregnanolone disulfate					
cpd_213	21-hydroxypregnenolone disulfate					
cpd_214	2R,3R-dihydroxybutyrate					
cpd_215	2S,3R-dihydroxybutyrate					
cpd_216	3,4-dihydroxybenzoate	Protocatechuic acid	HMDB0001856	72	36062	C00230
cpd_217	3,4-dihydroxybutyrate					
cpd_218	3,4-dihydroxyphenylacetate	3,4-Dihydroxybenzeneacetic acid	HMDB0001336	547	41941	C01161
cpd_219	3,5-dihydroxyphenylpropionate	3,5-Dihydroxyphenylpropionic acid	HMDB0125533	161525		
cpd_220	3,7-dimethylurate					
cpd_221	3-(2-hydroxyphenyl)propionate	3-(2-Hydroxyphenyl)propanoic acid	HMDB0033752	873	16104	C01198
cpd_222	3-(3-hydroxyphenyl)propionate	3-(3-Hydroxyphenyl)propanoic acid	HMDB0000375	91	1427	C11457
cpd_223	3-(3-hydroxyphenyl)propionate sulfate					
cpd_224	3-(4-hydroxyphenyl)lactate	Hydroxyphenyllactic acid	HMDB0000755	9378	17385	C03672
cpd_225	3-(4-hydroxyphenyl)propionate	Desaminotyrosine	HMDB0002199	10394	32980	C01744
cpd_226	3-(cystein-S-yl)acetaminophen*	3-(Cystein-S-yl)acetaminophen	HMDB0240217	171264		
cpd_227	3-(methylthio)acetaminophen sulfate*					
cpd_228	3-(N-acetyl-L-cystein-S-yl) acetaminophen					
cpd_229	3-amino-2-piperidone	3-Amino-2-piperidone	HMDB0000323	5200225	76341	
cpd_230	3-aminoisobutyrate	3-Aminoisobutanoic acid	HMDB0003911	64956	27389	C05145
cpd_231	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**					
cpd_232	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)					
cpd_233	3-carboxyadipate					
cpd_234	3-dehydrocholate	3-dehydrocholate	HMDB0304121	73721376		
cpd_235	3-dehydrodeoxycholate	12alpha-hydroxy-3-oxo-5beta-cholan-24-oic Acid	HMDB0062742	160738	88104	
cpd_236	3-dehydroshikimate	3-dehydroshikimate	HMDB0304122			C02637
cpd_237	3-formylindole	Indole-3-carboxaldehyde	HMDB0029737	10256	28238	C08493
cpd_238	3-fucosyllactose	3-Fucosyllactose	HMDB0002094	161460	90065	
cpd_239	3-hydroxy-2-ethylpropionate	2-Ethylhydracrylic acid	HMDB0000396	188979	82956	
cpd_240	3-hydroxy-3-methylglutarate	3-Hydroxymethylglutaric acid	HMDB0000355	1662	16831	C03761
cpd_241	3-hydroxyadipate*	3-Hydroxyadipic acid	HMDB0000345	151913	89205	
cpd_242	3-hydroxybenzoate	3-Hydroxybenzoic acid	HMDB0002466	7420	30764	C00587
cpd_243	3-hydroxybutyrate (BHBA)					
cpd_244	3-hydroxycinnamate	m-Coumaric acid	HMDB0001713	637541	32357	C12621
cpd_245	3-hydroxydecanoate	3-Hydroxycapric acid	HMDB0002203	5312799	37371	
cpd_246	3-hydroxydodecanedioate*	3-Hydroxydodecanedioic acid	HMDB0000413	16663321	145961	
cpd_247	3-hydroxyhexanoate	(R)-3-Hydroxyhexanoic acid	HMDB0010718	10197713		
cpd_248	3-hydroxyhexanoylcarnitine (1)					
cpd_249	3-hydroxyindolin-2-one	3-Hydroxy-2-oxoindole	HMDB0240741	6097	28536	C11130
cpd_250	3-hydroxyisobutyrate	(S)-3-Hydroxyisobutyric acid	HMDB0000023	440873	37373	C06001
cpd_251	3-hydroxylaurate	3-Hydroxydodecanoic acid	HMDB0000387	5312805	36210	
cpd_252	3-hydroxymargarate					
cpd_253	3-hydroxymargaroylglycine					
cpd_254	3-hydroxymyristate	3-Hydroxytetradecanoic acid	HMDB0061656	5312869	37374	
cpd_255	3-hydroxyoctanoate	3-Hydroxyoctanoic acid	HMDB0001954	11367166	37100	
cpd_256	3-hydroxyoleoylcarnitine	(9Z)-3-Hydroxyoctadecenoylcarnitine	HMDB0240761	71464558	73076	
cpd_257	3-hydroxypalmitate	3-Hydroxyhexadecanoic acid	HMDB0061658	10989404	37250	
cpd_258	3-hydroxypalmitoylcarnitine	3-Hydroxyhexadecanoylcarnitine	HMDB0013336	126456228		
cpd_259	3-hydroxyphenylacetate	3-Hydroxyphenylacetic acid	HMDB0000440	12122	17445	C05593
cpd_260	3-hydroxysebacate	3-Hydroxysebacic acid	HMDB0000350	124350389	89182	
cpd_261	3-hydroxystearate					
cpd_262	3-hydroxysuberate	3-Hydroxysuberic acid	HMDB0000325	22328017	70766	
cpd_263	3-hydroxytridecanoate	3-hydroxytridecanoic acid	HMDB0061655	5312749		
cpd_264	3-hydroxyvalerate	3-Hydroxyvaleric acid	HMDB0000531	107802	139272	
cpd_265	3-indoleglyoxylic acid	3-Indoleglyoxylic acid	HMDB0242143	73863		
cpd_266	3-indoxyl sulfate	Indoxyl sulfate	HMDB0000682	10258	43355	
cpd_267	3-ketosphinganine	3-Dehydrosphinganine	HMDB0001480	439853	17862	C02934
cpd_268	3-methoxycatechol sulfate (1)					
cpd_269	3-methoxycatechol sulfate (2)					
cpd_270	3-methyl-2-oxobutyrate	alpha-Ketoisovaleric acid	HMDB0000019	49	16530	C00141
cpd_271	3-methyl-2-oxovalerate					
cpd_272	3-methyladipate	3-Methyladipic acid	HMDB0000555	6999745		
cpd_273	3-methylcrotonylglycine	3-Methylcrotonylglycine	HMDB0000459	169485	68499	
cpd_274	3-methylglutaconate	3-Methylglutaconic acid	HMDB0000522	1551553	37245	
cpd_275	3-methylglutarate/2-methylglutarate					
cpd_276	3-methylhistidine	Methylhistidine	HMDB0000479	64969	27596	C01152
cpd_277	3-methylurate*	3-Methyluric acid	HMDB0001970	11804	149031	
cpd_278	3-methylxanthine	3-Methylxanthine	HMDB0001886	70639	62207	C16357
cpd_279	3-phenylpropionate (hydrocinnamate)					
cpd_280	3-phosphoglycerate	3-Phosphoglyceric acid	HMDB0000807	724	17050	C00597
cpd_281	3-phosphoserine	Phosphoserine	HMDB0000272	68841	15811	C01005
cpd_282	3-sialyllactose					
cpd_283	3-sulfo-L-alanine	(R)-cysteate	HMDB0303991		17285	C00506
cpd_284	3-ureidoisobutyrate	Ureidoisobutyric acid	HMDB0002031	88558720	1670	C05100
cpd_285	3-ureidopropionate	Ureidopropionic acid	HMDB0000026	111	18261	C02642
cpd_286	3b-hydroxy-5-cholenoic acid	3b-Hydroxy-5-cholenoic acid	HMDB0000308	92997	384794	
cpd_287	3beta-hydroxy-5-cholestenoate	3beta-Hydroxy-5-cholestenoic acid	HMDB0012453	40579073	86378	C17333
cpd_288	4-acetamidobenzoate	4-Acetamidobenzoic acid	HMDB0246328	19266	46171	
cpd_289	4-acetamidobutanoate	4-Acetamidobutanoic acid	HMDB0003681	18189	17645	C02946
cpd_290	4-acetamidophenol	Acetaminophen	HMDB0001859	1983	46195	C06804
cpd_291	4-acetamidophenylglucuronide					
cpd_292	4-acetaminophen sulfate	Paracetamol sulfate	HMDB0059911	83939	32635	
cpd_293	4-acetylphenol sulfate					
cpd_294	4-aminophenol	4-Aminophenol	HMDB0001169	403	17602	C02372
cpd_295	4-aminophenol sulfate (1)					
cpd_296	4-aminophenol sulfate (2)					
cpd_297	4-cholesten-3-one	Cholestenone	HMDB0000921	91477	16175	C00599
cpd_298	4-ethylphenylsulfate	4-Ethylphenylsulfate	HMDB0062551	20822574	82932	
cpd_299	4-guanidinobutanoate	4-Guanidinobutanoic acid	HMDB0003464	500	15728	C01035
cpd_300	4-hydroxybenzoate	4-hydroxybenzoate	HMDB0304180	105001	17879	
cpd_301	4-hydroxybutyrate (GHB)					
cpd_302	4-hydroxycatechol sulfate					
cpd_303	4-hydroxychlorothalonil	4-Hydroxychlorothalonil	HMDB0240624	34217	133542	
cpd_304	4-hydroxycinnamate	4-Hydroxycinmic acid	HMDB0002035	637542	32374	C00811
cpd_305	4-hydroxycinnamate sulfate	p-Coumaric acid sulfate	HMDB0125166	6070438		
cpd_306	4-hydroxycyclohexylcarboxylic acid	4-Hydroxycyclohexylcarboxylic acid	HMDB0001988	151138	16817	C04404
cpd_307	4-hydroxyglutamate	4-Hydroxy-L-glutamic acid	HMDB0002273	440854	21285	C05947
cpd_308	4-hydroxyhippurate	p-Hydroxyhippuric acid	HMDB0013678	151012	71018	
cpd_309	4-hydroxyphenylacetate	p-Hydroxyphenylacetic acid	HMDB0000020	127	18101	C00642
cpd_310	4-hydroxyphenylacetate sulfate        					
cpd_311	4-hydroxyphenylpyruvate	4-Hydroxyphenylpyruvic acid	HMDB0000707	979	15999	C01179
cpd_312	4-imidazoleacetate	Imidazoleacetic acid	HMDB0002024	96215	16974	C02835
cpd_313	4-methyl-2-oxopentanoate	Ketoleucine	HMDB0000695	70	48430	C00233
cpd_314	4-methylcatechol	4-Methylcatechol	HMDB0000873	9958	17254	C06730
cpd_315	4-methylcatechol sulfate	4-Methylcatechol sulfate	HMDB0242166	129848880		
cpd_316	4-methylhexanoylglutamine					
cpd_317	4-methylthio-2-oxobutanoate	2-Oxo-4-methylthiobutanoic acid	HMDB0001553	473	33574	C01180
cpd_318	4-ureidobutyrate					
cpd_319	4-vinylguaiacol sulfate					
cpd_320	4-vinylphenol sulfate	4-Vinylphenol sulfate	HMDB0062775	6426766	82931	
cpd_321	5,6-dihydrothymine	5,6-dihydrothymine	HMDB0304210		27468	C00906
cpd_322	5,6-dihydrouridine	5,6-Dihydrouridine	HMDB0000497	94312	23774	
cpd_323	5-(2-Hydroxyethyl)-4-methylthiazole	5-(2-Hydroxyethyl)-4-methylthiazole	HMDB0032985	1136	17957	C04294
cpd_324	5-(galactosylhydroxy)-L-lysine	5-(Galactosylhydroxy)-L-Lysine	HMDB0242167	66995551		
cpd_325	5-acetylamino-6-amino-3-methyluracil	5-Acetylamino-6-amino-3-methyluracil	HMDB0004400	88299		C16366
cpd_326	5-acetylamino-6-formylamino-3-methyluracil	5-Acetylamino-6-formylamino-3-methyluracil	HMDB0011105	108214	32643	C16365
cpd_327	5-aminoimidazole-4-carboxamide	5-Aminoimidazole-4-carboxamide	HMDB0003192	9679	2030	C04051
cpd_328	5-aminovalerate	5-Aminopentanoic acid	HMDB0003355	138	15887	C00431
cpd_329	5-dodecenoate (12:1n7)					
cpd_330	5-dodecenoylcarnitine (C12:1)					
cpd_331	5-Hydroxy-6,7,4'-trimethoxyflavone	Salvigenin	HMDB0128577	161271		
cpd_332	5-hydroxyhexanoate	delta-Hexanolactone	HMDB0000453	13204	589927	C01880
cpd_333	5-hydroxyindoleacetate	5-Hydroxyindoleacetic acid	HMDB0000763	1826	27823	C05635
cpd_334	5-hydroxylysine	5-Hydroxylysine	HMDB0000450	3032849	18040	C16741
